system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
1,13,POST,-1,-1,-1,1,13,annot2,-1,CAMB,-1
1,13,POST,-1,-1,-1,1,13,annot2,-1,PKU,-1
1,13,CAMB,-1,-1,-1,1,13,annot2,-1,PKU,-1
1,1005,POST,-1,-1,-1,3,1005,annot2,-1,AMU,-1
4,1005,POST,-1,-1,-1,3,1005,annot2,-1,CUUI,-1
2,1005,POST,-1,-1,-1,3,1005,annot2,-1,IITB,-1
4,1005,AMU,-1,-1,-1,1,1005,annot2,-1,CUUI,-1
2,1005,AMU,-1,-1,-1,1,1005,annot2,-1,IITB,-1
2,1005,CUUI,-1,-1,-1,4,1005,annot2,-1,IITB,-1
2,162,POST,-1,-1,-1,4,162,annot2,-1,UFC,-1
1,162,POST,-1,-1,-1,4,162,annot2,-1,CAMB,-1
2,162,POST,-1,-1,-1,4,162,annot2,-1,IITB,-1
1,162,UFC,-1,-1,-1,2,162,annot2,-1,CAMB,-1
2,162,UFC,-1,-1,-1,2,162,annot2,-1,IITB,-1
2,162,CAMB,-1,-1,-1,1,162,annot2,-1,IITB,-1
1,373,SJTU,-1,-1,-1,1,373,annot2,-1,CAMB,-1
4,373,SJTU,-1,-1,-1,1,373,annot2,-1,PKU,-1
1,373,SJTU,-1,-1,-1,1,373,annot2,-1,CUUI,-1
4,373,CAMB,-1,-1,-1,1,373,annot2,-1,PKU,-1
1,373,CAMB,-1,-1,-1,1,373,annot2,-1,CUUI,-1
1,373,PKU,-1,-1,-1,4,373,annot2,-1,CUUI,-1
2,1051,IPN,-1,-1,-1,2,1051,annot2,-1,PKU,-1
2,1051,IPN,-1,-1,-1,2,1051,annot2,-1,IITB,-1
1,1051,IPN,-1,-1,-1,2,1051,annot2,-1,CUUI,-1
2,1051,PKU,-1,-1,-1,2,1051,annot2,-1,IITB,-1
1,1051,PKU,-1,-1,-1,2,1051,annot2,-1,CUUI,-1
1,1051,IITB,-1,-1,-1,2,1051,annot2,-1,CUUI,-1
1,740,UFC,-1,-1,-1,1,740,annot2,-1,IITB,-1
1,740,UFC,-1,-1,-1,1,740,annot2,-1,POST,-1
1,740,UFC,-1,-1,-1,1,740,annot2,-1,UMC,-1
1,740,IITB,-1,-1,-1,1,740,annot2,-1,POST,-1
1,740,IITB,-1,-1,-1,1,740,annot2,-1,UMC,-1
1,740,POST,-1,-1,-1,1,740,annot2,-1,UMC,-1
1,60,IITB,-1,-1,-1,1,60,annot2,-1,CUUI,-1
1,60,IITB,-1,-1,-1,1,60,annot2,-1,NTHU,-1
1,60,IITB,-1,-1,-1,1,60,annot2,-1,UMC,-1
1,60,CUUI,-1,-1,-1,1,60,annot2,-1,NTHU,-1
1,60,CUUI,-1,-1,-1,1,60,annot2,-1,UMC,-1
1,60,NTHU,-1,-1,-1,1,60,annot2,-1,UMC,-1
1,1,AMU,-1,-1,-1,1,1,annot2,-1,UFC,-1
3,1,AMU,-1,-1,-1,1,1,annot2,-1,CAMB,-1
3,1,AMU,-1,-1,-1,1,1,annot2,-1,NTHU,-1
3,1,UFC,-1,-1,-1,1,1,annot2,-1,CAMB,-1
3,1,UFC,-1,-1,-1,1,1,annot2,-1,NTHU,-1
3,1,CAMB,-1,-1,-1,3,1,annot2,-1,NTHU,-1
2,490,NTHU,-1,-1,-1,4,490,annot2,-1,IITB,-1
1,490,NTHU,-1,-1,-1,4,490,annot2,-1,PKU,-1
3,490,NTHU,-1,-1,-1,4,490,annot2,-1,UMC,-1
1,490,IITB,-1,-1,-1,2,490,annot2,-1,PKU,-1
3,490,IITB,-1,-1,-1,2,490,annot2,-1,UMC,-1
3,490,PKU,-1,-1,-1,1,490,annot2,-1,UMC,-1
1,610,IITB,-1,-1,-1,3,610,annot2,-1,CAMB,-1
3,610,IITB,-1,-1,-1,3,610,annot2,-1,CUUI,-1
2,610,IITB,-1,-1,-1,3,610,annot2,-1,POST,-1
3,610,CAMB,-1,-1,-1,1,610,annot2,-1,CUUI,-1
2,610,CAMB,-1,-1,-1,1,610,annot2,-1,POST,-1
2,610,CUUI,-1,-1,-1,3,610,annot2,-1,POST,-1
1,267,PKU,-1,-1,-1,1,267,annot2,-1,POST,-1
1,267,PKU,-1,-1,-1,1,267,annot2,-1,UFC,-1
4,267,PKU,-1,-1,-1,1,267,annot2,-1,NTHU,-1
1,267,POST,-1,-1,-1,1,267,annot2,-1,UFC,-1
4,267,POST,-1,-1,-1,1,267,annot2,-1,NTHU,-1
4,267,UFC,-1,-1,-1,1,267,annot2,-1,NTHU,-1
1,14,IPN,-1,-1,-1,1,14,annot2,-1,UMC,-1
1,14,IPN,-1,-1,-1,1,14,annot2,-1,CAMB,-1
1,14,IPN,-1,-1,-1,1,14,annot2,-1,NTHU,-1
1,14,UMC,-1,-1,-1,1,14,annot2,-1,CAMB,-1
1,14,UMC,-1,-1,-1,1,14,annot2,-1,NTHU,-1
1,14,CAMB,-1,-1,-1,1,14,annot2,-1,NTHU,-1
4,544,PKU,-1,-1,-1,3,544,annot2,-1,AMU,-1
1,544,PKU,-1,-1,-1,3,544,annot2,-1,RAC,-1
1,544,PKU,-1,-1,-1,3,544,annot2,-1,UFC,-1
1,544,AMU,-1,-1,-1,4,544,annot2,-1,RAC,-1
1,544,AMU,-1,-1,-1,4,544,annot2,-1,UFC,-1
1,544,RAC,-1,-1,-1,1,544,annot2,-1,UFC,-1
2,1122,RAC,-1,-1,-1,4,1122,annot2,-1,SJTU,-1
3,1122,RAC,-1,-1,-1,4,1122,annot2,-1,CAMB,-1
3,1122,RAC,-1,-1,-1,4,1122,annot2,-1,NTHU,-1
3,1122,SJTU,-1,-1,-1,2,1122,annot2,-1,CAMB,-1
3,1122,SJTU,-1,-1,-1,2,1122,annot2,-1,NTHU,-1
3,1122,CAMB,-1,-1,-1,3,1122,annot2,-1,NTHU,-1
1,431,AMU,-1,-1,-1,1,431,annot2,-1,CAMB,-1
3,431,AMU,-1,-1,-1,1,431,annot2,-1,PKU,-1
3,431,AMU,-1,-1,-1,1,431,annot2,-1,UFC,-1
3,431,CAMB,-1,-1,-1,1,431,annot2,-1,PKU,-1
3,431,CAMB,-1,-1,-1,1,431,annot2,-1,UFC,-1
3,431,PKU,-1,-1,-1,3,431,annot2,-1,UFC,-1
1,262,IPN,-1,-1,-1,1,262,annot2,-1,RAC,-1
1,262,IPN,-1,-1,-1,1,262,annot2,-1,NTHU,-1
1,262,IPN,-1,-1,-1,1,262,annot2,-1,UFC,-1
1,262,RAC,-1,-1,-1,1,262,annot2,-1,NTHU,-1
1,262,RAC,-1,-1,-1,1,262,annot2,-1,UFC,-1
1,262,NTHU,-1,-1,-1,1,262,annot2,-1,UFC,-1
1,575,UFC,-1,-1,-1,1,575,annot2,-1,IITB,-1
4,575,UFC,-1,-1,-1,1,575,annot2,-1,CAMB,-1
3,575,UFC,-1,-1,-1,1,575,annot2,-1,SJTU,-1
4,575,IITB,-1,-1,-1,1,575,annot2,-1,CAMB,-1
3,575,IITB,-1,-1,-1,1,575,annot2,-1,SJTU,-1
3,575,CAMB,-1,-1,-1,4,575,annot2,-1,SJTU,-1
1,1228,IITB,-1,-1,-1,4,1228,annot2,-1,POST,-1
1,1228,IITB,-1,-1,-1,4,1228,annot2,-1,AMU,-1
1,1228,IITB,-1,-1,-1,4,1228,annot2,-1,CUUI,-1
1,1228,POST,-1,-1,-1,1,1228,annot2,-1,AMU,-1
1,1228,POST,-1,-1,-1,1,1228,annot2,-1,CUUI,-1
1,1228,AMU,-1,-1,-1,1,1228,annot2,-1,CUUI,-1
1,331,NTHU,-1,-1,-1,4,331,annot2,-1,RAC,-1
2,331,NTHU,-1,-1,-1,4,331,annot2,-1,IPN,-1
3,331,NTHU,-1,-1,-1,4,331,annot2,-1,SJTU,-1
2,331,RAC,-1,-1,-1,1,331,annot2,-1,IPN,-1
3,331,RAC,-1,-1,-1,1,331,annot2,-1,SJTU,-1
3,331,IPN,-1,-1,-1,2,331,annot2,-1,SJTU,-1
1,660,NTHU,-1,-1,-1,1,660,annot2,-1,IPN,-1
4,660,NTHU,-1,-1,-1,1,660,annot2,-1,UMC,-1
1,660,NTHU,-1,-1,-1,1,660,annot2,-1,SJTU,-1
4,660,IPN,-1,-1,-1,1,660,annot2,-1,UMC,-1
1,660,IPN,-1,-1,-1,1,660,annot2,-1,SJTU,-1
1,660,UMC,-1,-1,-1,4,660,annot2,-1,SJTU,-1
2,550,IPN,-1,-1,-1,4,550,annot2,-1,POST,-1
3,550,IPN,-1,-1,-1,4,550,annot2,-1,SJTU,-1
1,550,IPN,-1,-1,-1,4,550,annot2,-1,NTHU,-1
3,550,POST,-1,-1,-1,2,550,annot2,-1,SJTU,-1
1,550,POST,-1,-1,-1,2,550,annot2,-1,NTHU,-1
1,550,SJTU,-1,-1,-1,3,550,annot2,-1,NTHU,-1
1,962,UMC,-1,-1,-1,1,962,annot2,-1,SJTU,-1
4,962,UMC,-1,-1,-1,1,962,annot2,-1,POST,-1
3,962,UMC,-1,-1,-1,1,962,annot2,-1,RAC,-1
4,962,SJTU,-1,-1,-1,1,962,annot2,-1,POST,-1
3,962,SJTU,-1,-1,-1,1,962,annot2,-1,RAC,-1
3,962,POST,-1,-1,-1,4,962,annot2,-1,RAC,-1
2,816,RAC,-1,-1,-1,1,816,annot2,-1,UMC,-1
2,816,RAC,-1,-1,-1,1,816,annot2,-1,IITB,-1
4,816,RAC,-1,-1,-1,1,816,annot2,-1,PKU,-1
2,816,UMC,-1,-1,-1,2,816,annot2,-1,IITB,-1
4,816,UMC,-1,-1,-1,2,816,annot2,-1,PKU,-1
4,816,IITB,-1,-1,-1,2,816,annot2,-1,PKU,-1
4,1160,NTHU,-1,-1,-1,1,1160,annot2,-1,POST,-1
1,1160,NTHU,-1,-1,-1,1,1160,annot2,-1,PKU,-1
1,1160,NTHU,-1,-1,-1,1,1160,annot2,-1,UMC,-1
1,1160,POST,-1,-1,-1,4,1160,annot2,-1,PKU,-1
1,1160,POST,-1,-1,-1,4,1160,annot2,-1,UMC,-1
1,1160,PKU,-1,-1,-1,1,1160,annot2,-1,UMC,-1
1,415,RAC,-1,-1,-1,2,415,annot2,-1,UMC,-1
3,415,RAC,-1,-1,-1,2,415,annot2,-1,CAMB,-1
1,415,RAC,-1,-1,-1,2,415,annot2,-1,NTHU,-1
3,415,UMC,-1,-1,-1,1,415,annot2,-1,CAMB,-1
1,415,UMC,-1,-1,-1,1,415,annot2,-1,NTHU,-1
1,415,CAMB,-1,-1,-1,3,415,annot2,-1,NTHU,-1
4,611,PKU,-1,-1,-1,1,611,annot2,-1,IPN,-1
2,611,PKU,-1,-1,-1,1,611,annot2,-1,IITB,-1
3,611,PKU,-1,-1,-1,1,611,annot2,-1,UMC,-1
2,611,IPN,-1,-1,-1,4,611,annot2,-1,IITB,-1
3,611,IPN,-1,-1,-1,4,611,annot2,-1,UMC,-1
3,611,IITB,-1,-1,-1,2,611,annot2,-1,UMC,-1
1,1285,NTHU,-1,-1,-1,1,1285,annot2,-1,IITB,-1
1,1285,NTHU,-1,-1,-1,1,1285,annot2,-1,AMU,-1
1,1285,NTHU,-1,-1,-1,1,1285,annot2,-1,IPN,-1
1,1285,IITB,-1,-1,-1,1,1285,annot2,-1,AMU,-1
1,1285,IITB,-1,-1,-1,1,1285,annot2,-1,IPN,-1
1,1285,AMU,-1,-1,-1,1,1285,annot2,-1,IPN,-1
4,557,SJTU,-1,-1,-1,2,557,annot2,-1,CUUI,-1
2,557,SJTU,-1,-1,-1,2,557,annot2,-1,NTHU,-1
1,557,SJTU,-1,-1,-1,2,557,annot2,-1,PKU,-1
2,557,CUUI,-1,-1,-1,4,557,annot2,-1,NTHU,-1
1,557,CUUI,-1,-1,-1,4,557,annot2,-1,PKU,-1
1,557,NTHU,-1,-1,-1,2,557,annot2,-1,PKU,-1
1,1252,CAMB,-1,-1,-1,4,1252,annot2,-1,IITB,-1
1,1252,CAMB,-1,-1,-1,4,1252,annot2,-1,RAC,-1
1,1252,CAMB,-1,-1,-1,4,1252,annot2,-1,NTHU,-1
1,1252,IITB,-1,-1,-1,1,1252,annot2,-1,RAC,-1
1,1252,IITB,-1,-1,-1,1,1252,annot2,-1,NTHU,-1
1,1252,RAC,-1,-1,-1,1,1252,annot2,-1,NTHU,-1
4,530,RAC,-1,-1,-1,1,530,annot2,-1,IPN,-1
3,530,RAC,-1,-1,-1,1,530,annot2,-1,CAMB,-1
1,530,RAC,-1,-1,-1,1,530,annot2,-1,POST,-1
3,530,IPN,-1,-1,-1,4,530,annot2,-1,CAMB,-1
1,530,IPN,-1,-1,-1,4,530,annot2,-1,POST,-1
1,530,CAMB,-1,-1,-1,3,530,annot2,-1,POST,-1
3,5,AMU,-1,-1,-1,1,5,annot2,-1,UMC,-1
1,5,AMU,-1,-1,-1,1,5,annot2,-1,IITB,-1
4,5,AMU,-1,-1,-1,1,5,annot2,-1,IPN,-1
1,5,UMC,-1,-1,-1,3,5,annot2,-1,IITB,-1
4,5,UMC,-1,-1,-1,3,5,annot2,-1,IPN,-1
4,5,IITB,-1,-1,-1,1,5,annot2,-1,IPN,-1
4,432,IITB,-1,-1,-1,1,432,annot2,-1,CAMB,-1
1,432,IITB,-1,-1,-1,1,432,annot2,-1,UFC,-1
1,432,IITB,-1,-1,-1,1,432,annot2,-1,NTHU,-1
1,432,CAMB,-1,-1,-1,4,432,annot2,-1,UFC,-1
1,432,CAMB,-1,-1,-1,4,432,annot2,-1,NTHU,-1
1,432,UFC,-1,-1,-1,1,432,annot2,-1,NTHU,-1
1,959,IPN,-1,-1,-1,1,959,annot2,-1,PKU,-1
1,959,IPN,-1,-1,-1,1,959,annot2,-1,AMU,-1
1,959,IPN,-1,-1,-1,1,959,annot2,-1,UMC,-1
1,959,PKU,-1,-1,-1,1,959,annot2,-1,AMU,-1
1,959,PKU,-1,-1,-1,1,959,annot2,-1,UMC,-1
1,959,AMU,-1,-1,-1,1,959,annot2,-1,UMC,-1
3,1059,CAMB,-1,-1,-1,4,1059,annot2,-1,AMU,-1
2,1059,CAMB,-1,-1,-1,4,1059,annot2,-1,UFC,-1
1,1059,CAMB,-1,-1,-1,4,1059,annot2,-1,CUUI,-1
2,1059,AMU,-1,-1,-1,3,1059,annot2,-1,UFC,-1
1,1059,AMU,-1,-1,-1,3,1059,annot2,-1,CUUI,-1
1,1059,UFC,-1,-1,-1,2,1059,annot2,-1,CUUI,-1
1,346,UFC,-1,-1,-1,1,346,annot2,-1,CUUI,-1
1,346,UFC,-1,-1,-1,1,346,annot2,-1,RAC,-1
1,346,UFC,-1,-1,-1,1,346,annot2,-1,AMU,-1
1,346,CUUI,-1,-1,-1,1,346,annot2,-1,RAC,-1
1,346,CUUI,-1,-1,-1,1,346,annot2,-1,AMU,-1
1,346,RAC,-1,-1,-1,1,346,annot2,-1,AMU,-1
4,116,RAC,-1,-1,-1,1,116,annot2,-1,UMC,-1
3,116,RAC,-1,-1,-1,1,116,annot2,-1,NTHU,-1
1,116,RAC,-1,-1,-1,1,116,annot2,-1,AMU,-1
3,116,UMC,-1,-1,-1,4,116,annot2,-1,NTHU,-1
1,116,UMC,-1,-1,-1,4,116,annot2,-1,AMU,-1
1,116,NTHU,-1,-1,-1,3,116,annot2,-1,AMU,-1
3,650,CAMB,-1,-1,-1,1,650,annot2,-1,SJTU,-1
2,650,CAMB,-1,-1,-1,1,650,annot2,-1,IPN,-1
4,650,CAMB,-1,-1,-1,1,650,annot2,-1,NTHU,-1
2,650,SJTU,-1,-1,-1,3,650,annot2,-1,IPN,-1
4,650,SJTU,-1,-1,-1,3,650,annot2,-1,NTHU,-1
4,650,IPN,-1,-1,-1,2,650,annot2,-1,NTHU,-1
3,693,POST,-1,-1,-1,1,693,annot2,-1,NTHU,-1
4,693,POST,-1,-1,-1,1,693,annot2,-1,CAMB,-1
1,693,POST,-1,-1,-1,1,693,annot2,-1,CUUI,-1
4,693,NTHU,-1,-1,-1,3,693,annot2,-1,CAMB,-1
1,693,NTHU,-1,-1,-1,3,693,annot2,-1,CUUI,-1
1,693,CAMB,-1,-1,-1,4,693,annot2,-1,CUUI,-1
1,754,UMC,-1,-1,-1,4,754,annot2,-1,IPN,-1
1,754,UMC,-1,-1,-1,4,754,annot2,-1,SJTU,-1
3,754,UMC,-1,-1,-1,4,754,annot2,-1,CUUI,-1
1,754,IPN,-1,-1,-1,1,754,annot2,-1,SJTU,-1
3,754,IPN,-1,-1,-1,1,754,annot2,-1,CUUI,-1
3,754,SJTU,-1,-1,-1,1,754,annot2,-1,CUUI,-1
2,560,CAMB,-1,-1,-1,4,560,annot2,-1,SJTU,-1
2,560,CAMB,-1,-1,-1,4,560,annot2,-1,UFC,-1
1,560,CAMB,-1,-1,-1,4,560,annot2,-1,AMU,-1
2,560,SJTU,-1,-1,-1,2,560,annot2,-1,UFC,-1
1,560,SJTU,-1,-1,-1,2,560,annot2,-1,AMU,-1
1,560,UFC,-1,-1,-1,2,560,annot2,-1,AMU,-1
3,979,PKU,-1,-1,-1,4,979,annot2,-1,CAMB,-1
1,979,PKU,-1,-1,-1,4,979,annot2,-1,UFC,-1
1,979,PKU,-1,-1,-1,4,979,annot2,-1,IPN,-1
1,979,CAMB,-1,-1,-1,3,979,annot2,-1,UFC,-1
1,979,CAMB,-1,-1,-1,3,979,annot2,-1,IPN,-1
1,979,UFC,-1,-1,-1,1,979,annot2,-1,IPN,-1
1,847,SJTU,-1,-1,-1,1,847,annot2,-1,PKU,-1
4,847,SJTU,-1,-1,-1,1,847,annot2,-1,NTHU,-1
1,847,SJTU,-1,-1,-1,1,847,annot2,-1,RAC,-1
4,847,PKU,-1,-1,-1,1,847,annot2,-1,NTHU,-1
1,847,PKU,-1,-1,-1,1,847,annot2,-1,RAC,-1
1,847,NTHU,-1,-1,-1,4,847,annot2,-1,RAC,-1
1,853,NTHU,-1,-1,-1,3,853,annot2,-1,CAMB,-1
3,853,NTHU,-1,-1,-1,3,853,annot2,-1,SJTU,-1
2,853,NTHU,-1,-1,-1,3,853,annot2,-1,PKU,-1
3,853,CAMB,-1,-1,-1,1,853,annot2,-1,SJTU,-1
2,853,CAMB,-1,-1,-1,1,853,annot2,-1,PKU,-1
2,853,SJTU,-1,-1,-1,3,853,annot2,-1,PKU,-1
3,443,POST,-1,-1,-1,4,443,annot2,-1,UMC,-1
1,443,POST,-1,-1,-1,4,443,annot2,-1,SJTU,-1
1,443,POST,-1,-1,-1,4,443,annot2,-1,RAC,-1
1,443,UMC,-1,-1,-1,3,443,annot2,-1,SJTU,-1
1,443,UMC,-1,-1,-1,3,443,annot2,-1,RAC,-1
1,443,SJTU,-1,-1,-1,1,443,annot2,-1,RAC,-1
3,378,IPN,-1,-1,-1,4,378,annot2,-1,CUUI,-1
1,378,IPN,-1,-1,-1,4,378,annot2,-1,UMC,-1
2,378,IPN,-1,-1,-1,4,378,annot2,-1,AMU,-1
1,378,CUUI,-1,-1,-1,3,378,annot2,-1,UMC,-1
2,378,CUUI,-1,-1,-1,3,378,annot2,-1,AMU,-1
2,378,UMC,-1,-1,-1,1,378,annot2,-1,AMU,-1
3,561,NTHU,-1,-1,-1,2,561,annot2,-1,PKU,-1
1,561,NTHU,-1,-1,-1,2,561,annot2,-1,SJTU,-1
3,561,NTHU,-1,-1,-1,2,561,annot2,-1,CAMB,-1
1,561,PKU,-1,-1,-1,3,561,annot2,-1,SJTU,-1
3,561,PKU,-1,-1,-1,3,561,annot2,-1,CAMB,-1
3,561,SJTU,-1,-1,-1,1,561,annot2,-1,CAMB,-1
1,326,IPN,-1,-1,-1,1,326,annot2,-1,PKU,-1
4,326,IPN,-1,-1,-1,1,326,annot2,-1,CUUI,-1
1,326,IPN,-1,-1,-1,1,326,annot2,-1,IITB,-1
4,326,PKU,-1,-1,-1,1,326,annot2,-1,CUUI,-1
1,326,PKU,-1,-1,-1,1,326,annot2,-1,IITB,-1
1,326,CUUI,-1,-1,-1,4,326,annot2,-1,IITB,-1
1,955,AMU,-1,-1,-1,1,955,annot2,-1,CUUI,-1
1,955,AMU,-1,-1,-1,1,955,annot2,-1,UMC,-1
4,955,AMU,-1,-1,-1,1,955,annot2,-1,IITB,-1
1,955,CUUI,-1,-1,-1,1,955,annot2,-1,UMC,-1
4,955,CUUI,-1,-1,-1,1,955,annot2,-1,IITB,-1
4,955,UMC,-1,-1,-1,1,955,annot2,-1,IITB,-1
1,210,AMU,-1,-1,-1,4,210,annot2,-1,CAMB,-1
2,210,AMU,-1,-1,-1,4,210,annot2,-1,NTHU,-1
2,210,AMU,-1,-1,-1,4,210,annot2,-1,CUUI,-1
2,210,CAMB,-1,-1,-1,1,210,annot2,-1,NTHU,-1
2,210,CAMB,-1,-1,-1,1,210,annot2,-1,CUUI,-1
2,210,NTHU,-1,-1,-1,2,210,annot2,-1,CUUI,-1
1,271,IITB,-1,-1,-1,1,271,annot2,-1,UMC,-1
1,271,IITB,-1,-1,-1,1,271,annot2,-1,PKU,-1
1,271,IITB,-1,-1,-1,1,271,annot2,-1,UFC,-1
1,271,UMC,-1,-1,-1,1,271,annot2,-1,PKU,-1
1,271,UMC,-1,-1,-1,1,271,annot2,-1,UFC,-1
1,271,PKU,-1,-1,-1,1,271,annot2,-1,UFC,-1
1,1140,POST,-1,-1,-1,4,1140,annot2,-1,CUUI,-1
2,1140,POST,-1,-1,-1,4,1140,annot2,-1,IITB,-1
2,1140,POST,-1,-1,-1,4,1140,annot2,-1,IPN,-1
2,1140,CUUI,-1,-1,-1,1,1140,annot2,-1,IITB,-1
2,1140,CUUI,-1,-1,-1,1,1140,annot2,-1,IPN,-1
2,1140,IITB,-1,-1,-1,2,1140,annot2,-1,IPN,-1
1,396,SJTU,-1,-1,-1,3,396,annot2,-1,CAMB,-1
2,396,SJTU,-1,-1,-1,3,396,annot2,-1,POST,-1
4,396,SJTU,-1,-1,-1,3,396,annot2,-1,UMC,-1
2,396,CAMB,-1,-1,-1,1,396,annot2,-1,POST,-1
4,396,CAMB,-1,-1,-1,1,396,annot2,-1,UMC,-1
4,396,POST,-1,-1,-1,2,396,annot2,-1,UMC,-1
1,466,POST,-1,-1,-1,1,466,annot2,-1,RAC,-1
1,466,POST,-1,-1,-1,1,466,annot2,-1,SJTU,-1
1,466,POST,-1,-1,-1,1,466,annot2,-1,IPN,-1
1,466,RAC,-1,-1,-1,1,466,annot2,-1,SJTU,-1
1,466,RAC,-1,-1,-1,1,466,annot2,-1,IPN,-1
1,466,SJTU,-1,-1,-1,1,466,annot2,-1,IPN,-1
2,1158,AMU,-1,-1,-1,2,1158,annot2,-1,RAC,-1
2,1158,AMU,-1,-1,-1,2,1158,annot2,-1,IITB,-1
1,1158,AMU,-1,-1,-1,2,1158,annot2,-1,POST,-1
2,1158,RAC,-1,-1,-1,2,1158,annot2,-1,IITB,-1
1,1158,RAC,-1,-1,-1,2,1158,annot2,-1,POST,-1
1,1158,IITB,-1,-1,-1,2,1158,annot2,-1,POST,-1
1,726,RAC,-1,-1,-1,4,726,annot2,-1,PKU,-1
1,726,RAC,-1,-1,-1,4,726,annot2,-1,UFC,-1
3,726,RAC,-1,-1,-1,4,726,annot2,-1,IPN,-1
1,726,PKU,-1,-1,-1,1,726,annot2,-1,UFC,-1
3,726,PKU,-1,-1,-1,1,726,annot2,-1,IPN,-1
3,726,UFC,-1,-1,-1,1,726,annot2,-1,IPN,-1
4,97,CAMB,-1,-1,-1,1,97,annot2,-1,NTHU,-1
2,97,CAMB,-1,-1,-1,1,97,annot2,-1,IITB,-1
2,97,CAMB,-1,-1,-1,1,97,annot2,-1,IPN,-1
2,97,NTHU,-1,-1,-1,4,97,annot2,-1,IITB,-1
2,97,NTHU,-1,-1,-1,4,97,annot2,-1,IPN,-1
2,97,IITB,-1,-1,-1,2,97,annot2,-1,IPN,-1
1,699,RAC,-1,-1,-1,1,699,annot2,-1,NTHU,-1
1,699,RAC,-1,-1,-1,1,699,annot2,-1,UMC,-1
2,699,RAC,-1,-1,-1,1,699,annot2,-1,CAMB,-1
1,699,NTHU,-1,-1,-1,1,699,annot2,-1,UMC,-1
2,699,NTHU,-1,-1,-1,1,699,annot2,-1,CAMB,-1
2,699,UMC,-1,-1,-1,1,699,annot2,-1,CAMB,-1
4,75,UMC,-1,-1,-1,1,75,annot2,-1,IPN,-1
3,75,UMC,-1,-1,-1,1,75,annot2,-1,UFC,-1
2,75,UMC,-1,-1,-1,1,75,annot2,-1,CUUI,-1
3,75,IPN,-1,-1,-1,4,75,annot2,-1,UFC,-1
2,75,IPN,-1,-1,-1,4,75,annot2,-1,CUUI,-1
2,75,UFC,-1,-1,-1,3,75,annot2,-1,CUUI,-1
3,799,SJTU,-1,-1,-1,4,799,annot2,-1,IITB,-1
1,799,SJTU,-1,-1,-1,4,799,annot2,-1,NTHU,-1
2,799,SJTU,-1,-1,-1,4,799,annot2,-1,UMC,-1
1,799,IITB,-1,-1,-1,3,799,annot2,-1,NTHU,-1
2,799,IITB,-1,-1,-1,3,799,annot2,-1,UMC,-1
2,799,NTHU,-1,-1,-1,1,799,annot2,-1,UMC,-1
2,71,UMC,-1,-1,-1,2,71,annot2,-1,IPN,-1
2,71,UMC,-1,-1,-1,2,71,annot2,-1,RAC,-1
1,71,UMC,-1,-1,-1,2,71,annot2,-1,AMU,-1
2,71,IPN,-1,-1,-1,2,71,annot2,-1,RAC,-1
1,71,IPN,-1,-1,-1,2,71,annot2,-1,AMU,-1
1,71,RAC,-1,-1,-1,2,71,annot2,-1,AMU,-1
3,383,CUUI,-1,-1,-1,1,383,annot2,-1,IITB,-1
3,383,CUUI,-1,-1,-1,1,383,annot2,-1,PKU,-1
